symbol,name,exchange,market_category,test_issue,financial_status,round_lot_size,etf,nextshares,source_file
DMRC,Digimarc Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DMXF,iShares ESG Advanced MSCI EAFE ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DNLI,Denali Therapeutics Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DNMX,Dynamix Corporation III - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DNMXU,Dynamix Corporation III - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DNMXW,Dynamix Corporation III - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DNUT,"Krispy Kreme, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DOCU,"DocuSign, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DOGZ,Dogness (International) Corporation - Class A Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DOMH,Dominari Holdings Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DOMO,"Domo, Inc. - Class B Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DOO,BRP Inc. - Common Subordinate Voting Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DORM,"Dorman Products, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DOX,Amdocs Limited - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DOYU,DouYu International Holdings Limited - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DPRO,Draganfly Inc. - Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DPZ,Domino's Pizza Inc - Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DRDBU,Roman DBDR Acquisition Corp. II - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DRDBW,Roman DBDR Acquisition Corp. II - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DRH,Diamondrock Hospitality Company - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DRIO,DarioHealth Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DRIV,Global X Autonomous & Electric Vehicles ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DRMA,"Dermata Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DRMAW,"Dermata Therapeutics, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DRNZ,REX Drone ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DRS,"Leonardo DRS, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DRTSW,Alpha Tau Medical Ltd. - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DRUG,Bright Minds Biosciences Inc. - common stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DRVN,Driven Brands Holdings Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DSACU,Daedalus Special Acquisition Corp. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DSACW,Daedalus Special Acquisition Corp. - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DSGN,"Design Therapeutics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DSGR,"Distribution Solutions Group, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DSGX,The Descartes Systems Group Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DSP,Viant Technology Inc. - common stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DSWL,"Deswell Industries, Inc. - Common Shares",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DSY,Big Tree Cloud Holdings Limited - Ordinary Shares,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
DSYWW,Big Tree Cloud Holdings Limited - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DTCK,Davis Commodities Limited - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
DTCR,Global X Data Center & Digital Infrastructure ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DTCX,"Datacentrex, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DTI,Drilling Tools International Corporation  - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DTIL,"Precision BioSciences, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
DTSQR,DT Cloud Star Acquisition Corporation - Right,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
DTSQU,DT Cloud Star Acquisition Corporation - Units,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
DTSS,Datasea Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DTST,Data Storage Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DTSTW,Data Storage Corporation - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DUKH,Ocean Park High Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DUKX,Ocean Park International ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DUOG,Leverage Shares 2X Long DUOL Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DUOL,"Duolingo, Inc. - Class A Common Stock",NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
DUOT,"Duos Technologies Group, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DVAL,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVAX,Dynavax Technologies Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DVGR,DAC 3D Dividend Growth ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVIN,WEBs Industrials XLI Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVLT,Datavault AI Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DVLU,First Trust Dorsey Wright Momentum & Value ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVQQ,WEBs QQQ Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVRE,WEBs Real Estate XLRE Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVSP,WEBs SPY Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVUT,WEBs Utilities XLU Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXB,WEBs Materials XLB Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXC,WEBs Communication Services XLC Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXE,WEBs Energy XLE Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXF,WEBs Financial XLF Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXK,WEBs Technology XLK Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXP,WEBs Consumer Staples XLP Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXV,WEBs Health Care XLV Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVXY,WEBs Consumer Discretionary XLY Defined Volatility ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DVY,iShares Select Dividend ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DWSH,AdvisorShares Dorsey Wright Short ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DWSN,Dawson Geophysical Company - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DXCM,"DexCom, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DXLG,"Destination XL Group, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DXPE,"DXP Enterprises, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DXR,Daxor Corporation - Closed End Fund,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DXST,Decent Holding Inc. - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
DYAI,"Dyadic International, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
DYFI,IDX Dynamic Fixed Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DYN,"Dyne Therapeutics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
DYNB,Hartford Dynamic Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
DYOR,Insight Digital Partners II - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DYORU,Insight Digital Partners II - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DYORW,Insight Digital Partners II - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
DYTA,SGI Dynamic Tactical ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EA,Electronic Arts Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EASY,Liberty One Defensive Dividend Growth ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EBAY,eBay Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EBC,"Eastern Bankshares, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EBI,Longview Advantage ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EBIZ,Global X E-commerce ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ECBK,"ECB Bancorp, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ECOR,"electroCore, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ECPG,Encore Capital Group Inc - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ECXWW,ECARX Holdings Inc. - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EDBLW,Edible Garden AG Incorporated - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EDHL,Everbright Digital Holding Limited - Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EDRY,EuroDry Ltd. - Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EDUC,Educational Development Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EEE,CYBER HORNET S&P 500 and Ethereum 75/25 Strategy ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EEFT,"Euronet Worldwide, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
EEMA,iShares MSCI Emerging Markets Asia ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EFAS,Global X MSCI SuperDividend EAFE ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EFRA,iShares Environmental Infrastructure and Industrials ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EFSC,Enterprise Financial Services Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EFSI,Eagle Financial Services Inc - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EGAN,eGain Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EGBN,"Eagle Bancorp, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EGGQ,NestYield Visionary ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EGHA,EGH Acquisition Corp. - Class A ordinary shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EGHAR,EGH Acquisition Corp. - rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EGHAU,EGH Acquisition Corp. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EGHT,8x8 Inc - Common stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EH,EHang Holdings Limited - ADS,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EHLS,Even Herd Long Short ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EHTH,"eHealth, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EIKN,"Eikon Therapeutics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EJH,E-Home Household Service Holdings Limited - Ordinary shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EKSO,"Ekso Bionics Holdings, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELAB,PMGC Holdings Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELBM,Electra Battery Materials Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELE,Elemental Royalty Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELFY,ALPS Electrification Infrastructure ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ELIL,Direxion Daily LLY Bull 2X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ELIS,Direxion Daily LLY Bear 1X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ELOG,Eastern International Ltd. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
ELSE,"Electro-Sensors, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELTK,Eltek Ltd. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELTX,"Elicio Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELUT,"Elutia, Inc. - Class A Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ELVA,Electrovaya Inc. - Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ELVR,Elevra Lithium Limited - American Depository Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ELWT,"Elauwit Connection, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EM,Smart Share Global Limited - American Depositary Shares,NASDAQ,S,N,E,100,N,N,nasdaqlisted.txt
EMAT,Evolution Metals & Technologies Corp. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EMBC,Embecta Corp. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EMEQ,Nomura Focused Emerging Markets Equity ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EMIF,iShares Emerging Markets Infrastructure ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EMISR,Emmis Acquisition Corp. - Rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EML,Eastern Company (The) - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EMPD,Empery Digital Inc. - Common stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EMPG,Empro Group Inc. - Ordinary shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EMXC,iShares MSCI Emerging Markets ex China ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EMXF,iShares ESG Advanced MSCI EM ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ENDW,Cambria Endowment Style ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ENGN,enGene Holdings Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ENGNW,enGene Holdings Inc. - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ENGS,Energys Group Limited - Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ENHU,iShares Enhanced Large Cap Core Active ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ENLV,Enlivex Therapeutics Ltd. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ENSC,"Ensysce Biosciences, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ENSG,"The Ensign Group, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ENTG,"Entegris, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ENTX,Entera Bio Ltd. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ENVB,"Enveric Biosciences, Inc.  - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ENVX,Enovix Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ENZL,iShares MSCI New Zealand ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
EOLS,"Evolus, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EPOW,"Sunrise New Energy Co., Ltd - Class A Ordinary Shares",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EPSN,Epsilon Energy Ltd. - Common Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
EQ,"Equillium, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
EQIX,"Equinix, Inc. - Common Stock",NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
EQPT,EquipmentShare.com Inc - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
EQRR,ProShares Equities for Rising Rates ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ERAS,"Erasca, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ERET,iShares Environmentally Aware Real Estate ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ERIE,Erie Indemnity Company - Class A Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
ERII,"Energy Recovery, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ERNA,Ernexa Therapeutics Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ERNAW,Ernexa Therapeutics Inc. - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ERNZ,TrueShares Active Yield ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ESCA,"Escalade, Incorporated - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ESEA,Euroseas Ltd. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ESGD,iShares ESG Aware MSCI EAFE ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ESGE,iShares ESG Aware MSCI EM ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ESGL,ESGL Holdings Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ESGLW,ESGL Holdings Limited - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ESGU,iShares ESG Aware MSCI USA ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ESHA,ESH Acquisition Corp. - Class A Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ESHAR,ESH Acquisition Corp. - Right,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ESLAW,"Estrella Immunopharma, Inc. - Warrant",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ESLT,Elbit Systems Ltd. - Ordinary Shares,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
ESMV,iShares ESG Optimized MSCI USA Min Vol Factor ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ESN,Essential 40 Stock ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ESOA,Energy Services of America Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ESPO,VanEck Video Gaming and eSports ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ESPR,"Esperion Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ESTA,Establishment Labs Holdings Inc. - Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ETEC,iShares Breakthrough Environmental Solutions ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ETHA,iShares Ethereum Trust ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ETHM,Dynamix Corporation - Class A Ordinary Share,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ETHMU,Dynamix Corporation - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ETHMW,Dynamix Corporation - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ETHZ,ETHZilla Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ETOR,eToro Group Ltd. - Class A Common Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ETRL,GraniteShares 2x Long ETOR Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ETS,Elite Express Holding Inc. - Class A Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
EU,enCore Energy Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
