symbol,name,exchange,market_category,test_issue,financial_status,round_lot_size,etf,nextshares,source_file
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
SYM,Symbotic Inc. - Class A Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
SYNA,Synaptics Incorporated - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
SYZ,Lazard US Systematic Small Cap Equity ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
SZZLR,Sizzle Acquisition Corp. II - Right,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
SZZLU,Sizzle Acquisition Corp. II - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TACHU,Titan Acquisition Corp. - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TACHW,Titan Acquisition Corp. - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TACO,Berto Acquisition Corp. - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TACOU,Berto Acquisition Corp. - unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TACOW,Berto Acquisition Corp. - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TACT,TransAct Technologies Incorporated - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TALK,"Talkspace, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TALKW,"Talkspace, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TANH,Tantech Holdings Ltd. - Class A Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TAOP,Taoping Inc. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TAOX,Tao Synergies Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TARK,Tradr 2X Long Innovation ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TATT,TAT Technologies Ltd. - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TAVI,Tavia Acquisition Corp. - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TAVIR,Tavia Acquisition Corp. - Right,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TAVIU,Tavia Acquisition Corp. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TAX,Cambria Tax Aware ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TAXE,Intermediate Municipal Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TAXI,Northern Trust Intermediate Tax-Exempt Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TAXS,Northern Trust Short-Term Tax-Exempt Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TAXT,Northern Trust Tax-Exempt Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TBBK,"The Bancorp, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TBH,"Brag House Holdings, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TBHC,"The Brand House Collective, Inc - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TBIL,US Treasury 3 Month Bill ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TBLA,Taboola.com Ltd. - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TBLAW,Taboola.com Ltd. - Warrant,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TBMC,Trailblazer Merger Corporation I - Class A Common Stock,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
TBMCR,Trailblazer Merger Corporation I - Rights,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TBRG,"TruBridge, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TC,Token Cat Limited - American Depositary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TCBK,TriCo Bancshares - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TCBS,"Texas Community Bancshares, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TCHI,iShares MSCI China Multisector Tech ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TCMD,"Tactile Systems Technology, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TCOM,Trip.com Group Limited - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TCRX,"TScan Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TCX,Tucows Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TDACU,Translational Development Acquisition Corp. - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TDACW,Translational Development Acquisition Corp. - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TDI,Touchstone Dynamic International ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TDIC,Dreamland Limited - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TDIV,First Trust NASDAQ Technology Dividend Index Fund,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TDOG,21shares Dogecoin ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TDSB,ETC Cabana Target Beta ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TDSC,ETC Cabana Target Drawdown 10 ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TDUP,ThredUp Inc. - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TDWD,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TDWDR,Tailwind 2.0 Acquisition Corp. - Rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TDWDU,Tailwind 2.0 Acquisition Corp. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TEAD,Teads Holding Co. - Common Stock,NASDAQ,Q,N,D,100,N,N,nasdaqlisted.txt
TEAM,Atlassian Corporation  - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TECH,Bio-Techne Corp - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TECTP,"Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TECX,"Tectonic Therapeutic, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TEKX,SPDR Galaxy Transformative Tech Accelerators ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TEKY,Lazard Next Gen Technologies ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TELA,"TELA Bio, Inc. - Common stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TENX,"Tenax Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TER,"Teradyne, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TERG,Leverage Shares 2X Long TER Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TERN,"Terns Pharmaceuticals, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TEXN,iShares Texas Equity ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TEXX,Horizon Kinetics Texas ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TFNS,T. Rowe Price Financials ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TFSL,TFS Financial Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TGHL,The GrowHub Limited - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TGL,Treasure Global Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TGTX,"TG Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TH,Target Hospitality Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
THAR,"Tharimmune, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
THCH,TH International Limited - Ordinary shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
THFF,First Financial Corporation  - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
THH,TryHard Holdings Limited - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
THMZ,Lazard Equity Megatrends ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
THRM,Gentherm Inc - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
THRV,Prospera Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
THRY,"Thryv Holdings, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
THYM,T. Rowe Price High Income Municipal ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TIGO,Millicom International Cellular S.A. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TIGR,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TIL,"Instil Bio, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TILE,"Interface, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TIPT,Tiptree Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TIRX,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TITN,Titan Machinery Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TIVC,"Tivic Health Systems, Inc. - Common stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TJGC,TJGC Group Limited - ordinary shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TKLF,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TKNO,"Alpha Teknova, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TLA,GraniteShares Autocallable TSLA ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TLF,"Tandy Leather Factory, Inc. - common stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TLIH,Ten-League International Holdings Limited - Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TLN,Talen Energy Corporation - Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
TLNC,Talon Capital Corp. - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TLNCU,Talon Capital Corp. - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TLNCW,Talon Capital Corp. - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TLPH,"Talphera, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TLRY,"Tilray Brands, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TLS,Telos Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TLSA,Tiziana Life Sciences Ltd - Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TLSIW,"TriSalus Life Sciences, Inc. - Warrant",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TLT,iShares 20+ Year Treasury Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TLX,Telix Pharmaceuticals Limited - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TMB,Thornburg Multi Sector Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TMC,TMC the metals company Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TMCI,"Treace Medical Concepts, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TMCWW,TMC the metals company Inc. - Warrant,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TMDX,"TransMedics Group, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TMED,T. Rowe Price Health Care ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TMET,iShares Transition-Enabling Metals ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TMNL,T. Rowe Price Long Municipal Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TMNS,T. Rowe Price Short Municipal Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TMSF,T. Rowe Price Multi-Sector Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TMUS,"T-Mobile US, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TMUSI,"T-Mobile US, Inc. - 5.500% Senior Notes due June 2070",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TMUSL,"T-Mobile US, Inc. - 6.250% Senior Notes due 2069",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TMUSZ,"T-Mobile US, Inc. - 5.500% Senior Notes due March 2070",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TNDM,"Tandem Diabetes Care, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TNGX,"Tango Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TNMG,TNL Mediagene - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TNON,"Tenon Medical, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TNONW,"Tenon Medical, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TNXT,T. Rowe Price Innovation Leaders ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TNYA,"Tenaya Therapeutics, Inc. - Common Stock",NASDAQ,Q,N,D,100,N,N,nasdaqlisted.txt
TOI,"The Oncology Institute, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TOIIW,"The Oncology Institute, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TONX,TON Strategy Company - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TOP,TOP Financial Group Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TORO,Toro Corp. - Common stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TOUR,Tuniu Corporation - American Depositary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TOWN,Towne Bank - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TOYO,"TOYO Co., Ltd - Ordinary Shares",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TPCS,TechPrecision Corporation - Common stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TPG,TPG Inc. - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TPGXL,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TPLS,Thornburg Core Plus Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TPST,"Tempest Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TQQQ,ProShares UltraPro QQQ,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TQQY,GraniteShares YieldBOOST QQQ ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TRAW,"Traws Pharma, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TRBF,Angel Oak Total Return ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TRDA,"Entrada Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TREE,"LendingTree, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRI,Thomson Reuters Corp - Common Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRIB,Trinity Biotech plc - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRIN,Trinity Capital Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRINI,Trinity Capital Inc. - 7.875% Notes Due 2029,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRINZ,Trinity Capital Inc. - 7.875% Notes due 2029,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRIP,"TripAdvisor, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRMB,Trimble Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRMD,TORM plc - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRMK,Trustmark Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRNR,Interactive Strength Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TRNS,"Transcat, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TRON,Tron Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TROO,"TROOPS, Inc.  - Ordinary Shares",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TROW,"T. Rowe Price Group, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRS,TriMas Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRSG,Tungray Technologies Inc - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TRST,TrustCo Bank Corp NY - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRUD,VanEck Consumer Discretionary TruSector ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TRUG,"TruGolf Holdings, Inc. - Class A Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TRUP,"Trupanion, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TRUT,VanEck Technology TruSector ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TRVG,trivago N.V. - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TRVI,"Trevi Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TSAT,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TSBK,"Timberland Bancorp, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TSCM,TimesSquare Quality Mid Cap Growth ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSCO,Tractor Supply Company - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TSDD,GraniteShares 2x Short TSLA Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSEL,Touchstone Sands Capital US Select Growth ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TSHA,"Taysha Gene Therapies, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TSL,GraniteShares 1.25x Long TSLA Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSLA,"Tesla, Inc.  - Common Stock",NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
TSLG,Leverage Shares 2X Long TSLA Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSLL,Direxion Daily TSLA Bull 2X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSLQ,Tradr 2X Short TSLA Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSLR,GraniteShares 2x Long TSLA Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSLS,Direxion Daily TSLA Bear 1X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSMG,Leverage Shares 2X Long TSM Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSMU,GraniteShares 2x Long TSM Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSMX,Direxion Daily TSM Bull 2X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSMZ,Direxion Daily TSM Bear 1X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSPY,TappAlpha SPY Growth & Daily Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSSI,"TSS, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TSYX,TSPY Lift ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TSYY,GraniteShares YieldBOOST TSLA ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TTAN,"ServiceTitan, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TTD,"The Trade Desk, Inc. - Class A Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TTEC,"TTEC Holdings, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TTEK,"Tetra Tech, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TTEQ,T. Rowe Price Technology ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TTGT,"TechTarget, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TTMI,"TTM Technologies, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TTRX,Turn Therapeutics Inc. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TTWO,"Take-Two Interactive Software, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TUG,STF Tactical Growth ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TUGN,STF Tactical Growth & Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TULP,"Bloomia Holdings, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TUR,iShares MSCI Turkey ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TURB,"Turbo Energy, S.A. - American Depositary Shares",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
TURF,T. Rowe Price Natural Resources ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
TUSK,"Mammoth Energy Services, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
TVA,Texas Ventures Acquisition III Corp - Class A Ordinary Share,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TVACU,Texas Ventures Acquisition III Corp - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TVACW,Texas Ventures Acquisition III Corp - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TVAI,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TVAIR,Thayer Ventures Acquisition Corporation II - Rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TVAIU,Thayer Ventures Acquisition Corporation II - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
TVGN,Tevogen Bio Holdings Inc. - Common Stock,NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
TVGNW,Tevogen Bio Holdings Inc. - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
TVRD,"Tvardi Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
